site_code,site_name,latitude,longitude,country,rls_mpa,rls_protection_status_old,designation,protected_seas_id,wdpa_id,ps_name,ps_country,year_of_protection,level_fishing_protection,mpa_marine_area_km,zone_marine_area_km,compliance,data_source,validated,comments
GBR68,North Direction Reef 1,-14.7436,145.5158,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2650,2628,great barrier reef marine park - scientific research - sr-14-2005,Australia,2014,5,3.960539558,4.205,High,Mix,EC,Changed level of protection to 5 in accordance with regulations in place.
GBR69,North Direction Reef 2,-14.7464,145.517,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2650,2628,great barrier reef marine park - scientific research - sr-14-2005,Australia,2014,5,3.960539558,4.205,High,Mix,EC,Changed level of protection to 5 in accordance with regulations in place.
GBR7,Fairfax Island west,-23.8584,152.3645,Australia,Great Barrier Reef MP,No take,MPA,AIAUS2395,2628,great barrier reef marine park - marine national park - mnp-23-1168,Australia,2014,5,296.7664493,296.692,High,PS,EC,
GBR70,Low Isles 1,-16.3835,145.571,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2709,2628,great barrier reef marine park - marine national park - mnp-15-1047,Australia,2014,5,680.1681674,680.200,High,PS,EC,
PAC149,Black Rock,-37.5193,177.1672,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC15,North Manta Reef,-13.2556,-163.111,Cook Islands,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC150,Homestead Reef,-37.5259,177.175,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC151,Club Rocks,-37.5372,177.1827,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC152,Anchor Bay,-36.9775,176.0782,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC153,Anchor Bay East Rocks,-36.9786,176.0812,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC154,Nudibranch Wall,-36.9577,176.058,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC155,Ruamahuaiti Island NE,-36.9708,176.0841,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC156,Ugly Point,-36.9506,176.0787,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC157,Passage Rock,-36.8566,175.1293,New Zealand,Te Matuku Marine Reserve,No take,MPA,AINZL455,306174,te matuku marine reserve,New Zealand,2005,5,5.701498523,5.732,Medium,PS,EC,
PAC158,Te Matuku East Pt,-36.8486,175.1435,New Zealand,Te Matuku Marine Reserve,No take,MPA,AINZL455,306174,te matuku marine reserve,New Zealand,2005,5,5.701498523,5.732,Medium,PS,EC,
PAC159,"Tower Rock, Cathedral Cove",-36.8141,175.7882,New Zealand,Cathedral Cove Marine Reserve,No take,MPA,AINZL452,306164,whanganui a hei (cathedral cove) marine reserve,New Zealand,1992,5,8.309924805,8.236,High,PS,EC,Year of protection updated.
PAC16,Suwarrow E Reef,-13.2516,-163.097,Cook Islands,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC160,Hahei I,-36.8213,175.7822,New Zealand,Cathedral Cove Marine Reserve,No take,MPA,AINZL452,306164,whanganui a hei (cathedral cove) marine reserve,New Zealand,1992,5,8.309924805,8.236,High,PS,EC,Year of protection updated.
PAC161,Mahurangi Islet,-36.8261,175.819,New Zealand,Cathedral Cove Marine Reserve,No take,MPA,AINZL452,306164,whanganui a hei (cathedral cove) marine reserve,New Zealand,1992,5,8.309924805,8.236,High,PS,EC,Year of protection updated.
PAC162,Mahurangi I outside reserve,-36.8286,175.8182,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC163,Kingfish Rock,-36.8231,175.8122,New Zealand,Cathedral Cove Marine Reserve,No take,MPA,AINZL452,306164,whanganui a hei (cathedral cove) marine reserve,New Zealand,1992,5,8.309924805,8.236,High,PS,EC,Year of protection updated.
PAC164,South Sunk Rock,-36.8178,175.819,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC165,Two Fathom Reef,-37.2585,176.2691,New Zealand,Tuhua/Mayor Island marine reserve,No take,MPA,AINZL454,315472,tuhua (mayor island) marine reserve,New Zealand,1991,5,10.32856302,10.289,High,PS,EC,
PAC166,"Mayor I, North Rock",-37.2656,176.2701,New Zealand,Tuhua/Mayor Island marine reserve,No take,MPA,AINZL454,315472,tuhua (mayor island) marine reserve,New Zealand,1991,5,10.32856302,10.289,High,PS,EC,
PAC167,"Motuneke, Mayor I",-37.2688,176.247,New Zealand,Tuhua/Mayor Island marine reserve,No take,MPA,AINZL454,315472,tuhua (mayor island) marine reserve,New Zealand,1991,5,10.32856302,10.289,High,PS,EC,
PAC168,"Opoupoto Bay, Mayor I",-37.2727,176.2412,New Zealand,Tuhua/Mayor Island marine reserve,No take,MPA,AINZL454,315472,tuhua (mayor island) marine reserve,New Zealand,1991,5,10.32856302,10.289,High,PS,EC,
PAC169,Panetiki Point,-36.2904,174.8167,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC17,Suwarrow SE Reef,-13.2478,-163.095,Cook Islands,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC170,Ti Point,-36.3217,174.7994,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC171,Tawharanui East,-36.3654,174.8567,New Zealand,Tawharanui Marine Reserve,No take,MPA,AINZL458,555564558,tÄwharanui marine reserve,New Zealand,1981,5,3.693899901,3.682,Medium,PS,EC,Year of protection updated.
PAC172,Tawharanui outside W,-36.3475,174.8023,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC18,Suwarrow South Reef,-13.2559,-163.099,Cook Islands,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC19,Suwarrow SE Channel Reef,-13.2504,-163.092,Cook Islands,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC2,Moorea Mooring Bommie,-17.4922,-149.854,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC20,Suwarrow Channel Reef,-13.2541,-163.095,Cook Islands,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC21,Perfect Reef,-13.3052,-163.129,Cook Islands,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC22,Brushwood Is,-13.2279,-163.131,Cook Islands,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC23,West Reef anchorage,-13.252,-163.12,Cook Islands,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC24,"North Bommy, Brushwood I",-13.2302,-163.135,Cook Islands,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC25,Turtle Island offshore,-13.206,-163.133,Cook Islands,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC26,Ofu Harbour entrance S,-14.1637,-169.685,American Samoa,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC27,Foisia Island N,-14.1639,-169.687,American Samoa,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC28,Foisia Island W,-14.1681,-169.686,American Samoa,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC29,Ofu Harbour entrance N,-14.1596,-169.682,American Samoa,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC3,Iles de Maria West Pt,-21.8089,-154.727,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC30,Ofu National Park,-14.1782,-169.655,American Samoa,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC31,Foisa Island S Rock,-14.1713,-169.685,American Samoa,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC32,Foisa Island S,-14.1695,-169.687,American Samoa,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC33,Ofu Harbour,-14.1644,-169.683,American Samoa,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC34,Rose Atoll entrance,-14.5348,-168.16,American Samoa,Rose Atoll National Monument,No take,MPA,NWR95,2936,rose atoll national wildlife refuge,United States,2014,5,157.5895753,157.688,High,Mix,EC,"Year of protection updated;The monument was inaurguarted much earlier, but the no-take zone was enacted in 2014, see www.fws.gov/sites/default/files/documents/Rose%20Atoll%20NWR%20Final%20CCP_May%202014%281%29.pdf"
PAC35,Rose Atoll bommie 1 wreck,-14.549,-168.162,American Samoa,Rose Atoll National Wildlife Refuge,No take,MPA,NWR95,2936,rose atoll national wildlife refuge,United States,2014,5,157.5895753,157.688,High,PS,EC,Year of protection updated.
PAC36,Rose Atoll bommie 2 wreck,-14.549,-168.16,American Samoa,Rose Atoll National Wildlife Refuge,No take,MPA,NWR95,2936,rose atoll national wildlife refuge,United States,2014,5,157.5895753,157.688,High,Mix,EC,"Year of protection updated;The monument was inaurguarted much earlier, but the no-take zone was enacted in 2014, see www.fws.gov/sites/default/files/documents/Rose%20Atoll%20NWR%20Final%20CCP_May%202014%281%29.pdf"
PAC37,Rose Atoll bommie 3,-14.5434,-168.162,American Samoa,Rose Atoll National Wildlife Refuge,No take,MPA,NWR95,2936,rose atoll national wildlife refuge,United States,2014,5,157.5895753,157.688,High,Mix,EC,"Year of protection updated;The monument was inaurguarted much earlier, but the no-take zone was enacted in 2014, see www.fws.gov/sites/default/files/documents/Rose%20Atoll%20NWR%20Final%20CCP_May%202014%281%29.pdf"
PAC38,Rose Atoll entrance bommie,-14.5379,-168.154,American Samoa,Rose Atoll National Wildlife Refuge,No take,MPA,NWR95,2936,rose atoll national wildlife refuge,United States,2014,5,157.5895753,157.688,High,Mix,EC,"Year of protection updated;The monument was inaurguarted much earlier, but the no-take zone was enacted in 2014, see www.fws.gov/sites/default/files/documents/Rose%20Atoll%20NWR%20Final%20CCP_May%202014%281%29.pdf"
PAC39,Rose Atoll bommie 4,-14.5416,-168.159,American Samoa,Rose Atoll National Wildlife Refuge,No take,MPA,NWR95,2936,rose atoll national wildlife refuge,United States,2014,5,157.5895753,157.688,High,Mix,EC,"Year of protection updated;The monument was inaurguarted much earlier, but the no-take zone was enacted in 2014, see www.fws.gov/sites/default/files/documents/Rose%20Atoll%20NWR%20Final%20CCP_May%202014%281%29.pdf"
PAC4,Iles de Maria Channel Entrance,-21.797,-154.715,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC40,Rose Atoll passage outlet N,-14.5331,-168.157,American Samoa,Rose Atoll National Monument,No take,MPA,NWR95,2936,rose atoll national wildlife refuge,United States,2014,5,157.5895753,157.688,High,Mix,EC,"Year of protection updated;The monument was inaurguarted much earlier, but the no-take zone was enacted in 2014, see www.fws.gov/sites/default/files/documents/Rose%20Atoll%20NWR%20Final%20CCP_May%202014%281%29.pdf"
PAC41,Rose Atoll north point,-14.5307,-168.155,American Samoa,Rose Atoll National Monument,No take,MPA,NWR95,2936,rose atoll national wildlife refuge,United States,2014,5,157.5895753,157.688,High,Mix,EC,"Year of protection updated;The monument was inaurguarted much earlier, but the no-take zone was enacted in 2014, see www.fws.gov/sites/default/files/documents/Rose%20Atoll%20NWR%20Final%20CCP_May%202014%281%29.pdf"
PAC42,Pago Pago Harbour east,-14.2834,-170.665,American Samoa,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC43,Pago Pago Harbour west,-14.2839,-170.675,American Samoa,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC44,Apia Habour Entrance East,-13.8199,-171.761,Samoa,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC45,Apia Habour East,-13.8224,-171.761,Samoa,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC46,Niuatoputapu passage west,-15.9279,-173.761,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC47,Niuatoputapu lagoon,-15.9332,-173.774,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC48,Niuatoputapu motu1,-15.9321,-173.775,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC49,Niuatoputapu motu2,-15.9316,-173.777,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC5,Iles de Maria North of W Pt,-21.8043,-154.721,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC50,Niuatoputapu motu3,-15.9284,-173.773,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC51,Fanuali,-18.0308,-174.33,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC52,Uonokuhahaki1,-19.9663,-174.497,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC53,Uonokuhahaki2,-19.9579,-174.498,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC54,Uonokuhahaki3,-19.9607,-174.482,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC55,Kelesia Reef1,-20.5034,-174.745,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC56,Kelesia Reef2,-20.5021,-174.745,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC57,Kelesia Lagoon,-20.5037,-174.741,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC58,Pangaimotu,-21.1177,-175.165,Tonga,Pangaimotu Reef MPA,No take,MPA,AITON9,4238,pangaimotu reef reserve,Tonga,1979,1,NA,0.351,Low,PS,EC,
PAC59,Euaiki1,-21.1098,-174.98,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC6,Iles de Maria West of W Pt,-21.8114,-154.728,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC60,Euaiki2,-21.1097,-174.979,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC61,North Minerva Reef North,-23.6205,-178.896,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC62,North Minerva Reef Pass,-23.6218,-178.93,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC63,North Minerva Reef SW,-23.643,-178.935,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC64,North Minerva Reef SW bommie,-23.6453,-178.928,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC65,North Minerva Reef W,-23.6338,-178.932,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC66,North Minerva Reef outside pass,-23.6266,-178.937,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC67,South Minerva Reef west bommie,-23.9394,-179.126,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC68,South Minerva Reef bommie,-23.9425,-179.116,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC69,South Minerva Reef pass,-23.9373,-179.136,Tonga,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC7,Iles de Maria N,-21.7914,-154.701,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC70,Moturahurahu Island NE,-35.2216,174.271,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC71,Moturahurahu Island SW,-35.2223,174.2686,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC72,Moturahurahu Island N islet,-35.2186,174.1607,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC73,Whangamumu heads south,-35.2495,174.3203,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC74,Whangamumu heads north,-35.2401,174.3108,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GBR71,Low Isles 2,-16.3865,145.5726,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2709,2628,great barrier reef marine park - marine national park - mnp-15-1047,Australia,2014,5,680.1681674,680.200,High,PS,EC,
GBR72,Low Isles 3,-16.3902,145.5735,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2709,2628,great barrier reef marine park - marine national park - mnp-15-1047,Australia,2014,5,680.1681674,680.200,High,PS,EC,
PAC77,Waiwiri I,-35.1938,174.3427,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC78,Motukokoko I,-35.165,174.3413,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC79,Motuhuia I,-35.038,173.9639,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC8,Iles de Maria Channel Entrance S,-21.799,-154.716,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC80,Motukawaiti I,-35.0313,173.9645,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC81,Motuiwi I,-35.055,173.9394,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC82,Waiana Bay,-35.0599,173.9333,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC83,Rainbow Warrior wreck,-34.975,173.9351,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC84,Horonui Island,-34.9706,173.9341,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC85,HMNZS Canterbury wreck,-35.1939,174.2939,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC86,Deepwater Cove North,-35.192,174.2947,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC87,Deep Water Cove NW Islet,-35.1917,174.293,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC88,Three Kings I North Bay,-34.1516,172.1377,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC89,Three Kings I SE Bay east,-34.1528,172.1521,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC9,"Avarua, Rarotonga",-21.2009,-159.768,Cook Islands,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC90,S E Bay,-34.1539,172.1448,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC91,SE Bay 2,-34.1534,172.1453,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC92,Three Kings I south bay,-34.1631,172.1443,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC93,Three Kings Island ESE,-34.1621,172.1459,New Zealand,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PAC94,Goat Island West,-36.2651,174.7945,New Zealand,Cape Rodney - Okakari Point Marine Reserve,No take,MPA,AINZL457,10465,cape rodney - okakari point marine reserve,New Zealand,1975,5,4.913244414,4.814,High,PS,EC,Year of protection updated.
PAC95,Goat Island East,-36.2661,174.7999,New Zealand,Cape Rodney - Okakari Point Marine Reserve,No take,MPA,AINZL457,10465,cape rodney - okakari point marine reserve,New Zealand,1975,5,4.913244414,4.814,High,PS,EC,Year of protection updated.
PAC96,Goat Island Table Top,-36.2693,174.8047,New Zealand,Cape Rodney - Okakari Point Marine Reserve,No take,MPA,AINZL457,10465,cape rodney - okakari point marine reserve,New Zealand,1975,5,4.913244414,4.814,High,PS,EC,Year of protection updated.
GBR8,Fairfax Island north west,-23.8516,152.3677,Australia,Great Barrier Reef MP,No take,MPA,AIAUS2395,2628,great barrier reef marine park - marine national park - mnp-23-1168,Australia,2014,5,296.7664493,296.692,High,PS,EC,
GBR82,Sinclair Is Sth,-11.1155,143.021,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2678,2628,great barrier reef marine park - marine national park - mnp-11-1003,Australia,2014,5,373.9834524,373.928,High,PS,EC,
PAC99,Aorangaia Is SW Corner PKI,-35.4877,174.7454,New Zealand,Poor Knights Island Marine Reserve,No take,MPA,AINZL501,,poor knights islands marine reserve,New Zealand,1981,5,18.27458307,12.802,High,PS,EC,
PD-S10,Milner Head,-43.3227,145.9862,Australia,Port Davey National Park,No take multizoned,Estuary,AIAUS1926,126987,southwest national park - port davey/bathurst harbour marine nature reserve no take zone,Australia,2001,5,88.93718424,70.151,High,PS,EC,Year of protection updated.
PD-S11,North Whalers Point,-43.299,145.9265,Australia,Port Davey National Park,Restricted take multizoned,MPA,AIAUS1927,126987,southwest national park - port davey/bathurst harbour marine nature reserve restricted take zone,Australia,2001,4,75.71949316,75.791,High,PS,EC,Year of protection updated.
PD-S12,"Shark Jaw Gulch, 5m",-43.3098,145.8424,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PD-S13,"Shark Jaw Gulch, 10m",-43.3093,145.8428,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PD-S14,South Whalers Point,-43.3033,145.9172,Australia,Port Davey National Park,No take multizoned,MPA,AIAUS1926,126987,southwest national park - port davey/bathurst harbour marine nature reserve no take zone,Australia,2001,5,88.93718424,1.877,High,PS,EC,Year of protection updated.
PD-S15,Shark Jaw,-43.3042,145.8467,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PD-S16,West Pyramid,-43.2973,145.8193,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PD-S17,Inner Saddle South West Point,-43.3124,145.8966,Australia,Port Davey National Park,No take multizoned,MPA,AIAUS1926,126987,southwest national park - port davey/bathurst harbour marine nature reserve no take zone,Australia,2001,5,88.93718424,1.877,High,PS,EC,Year of protection updated.
PD-S18,Breaksea Island South,-43.3336,145.9667,Australia,Port Davey National Park,No take multizoned,MPA,AIAUS1926,126987,southwest national park - port davey/bathurst harbour marine nature reserve no take zone,Australia,2001,5,88.93718424,70.151,High,PS,EC,Year of protection updated.
PD-S19,Normans Bay,-43.3694,145.9332,Australia,Port Davey National Park,Restricted take multizoned,MPA,AIAUS1927,126987,southwest national park - port davey/bathurst harbour marine nature reserve restricted take zone,Australia,2001,4,75.71949316,75.791,High,PS,EC,Year of protection updated.
PD-S20,Outer Saddle Bight,-43.3181,145.8737,Australia,Port Davey National Park,Restricted take multizoned,MPA,AIAUS1927,126987,southwest national park - port davey/bathurst harbour marine nature reserve restricted take zone,Australia,2001,4,75.71949316,75.791,High,PS,EC,Year of protection updated.
PD-S21,Muttonbird Island South,-43.4218,145.9696,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PD-S22,"Inner Saddle Bight Middle Reef, 5m",-43.3006,145.9029,Australia,Port Davey National Park,No take multizoned,MPA,AIAUS1926,126987,southwest national park - port davey/bathurst harbour marine nature reserve no take zone,Australia,2001,5,88.93718424,1.877,High,PS,EC,Year of protection updated.
PD-S23,"Inner Saddle Bight Middle Reef, 10m",-43.3025,145.9029,Australia,Port Davey National Park,No take multizoned,MPA,AIAUS1926,126987,southwest national park - port davey/bathurst harbour marine nature reserve no take zone,Australia,2001,5,88.93718424,1.877,High,PS,EC,Year of protection updated.
PD-S24,South Channel Head,-43.3294,145.9882,Australia,Port Davey National Park,No take multizoned,Estuary,AIAUS1926,126987,southwest national park - port davey/bathurst harbour marine nature reserve no take zone,Australia,2001,5,88.93718424,70.151,High,PS,EC,Year of protection updated.
PD-S25,"Whalers Point, Whalers Beach, 5m",-43.2911,145.9228,Australia,Port Davey National Park,Restricted take multizoned,MPA,AIAUS1927,126987,southwest national park - port davey/bathurst harbour marine nature reserve restricted take zone,Australia,2001,4,75.71949316,75.791,High,PS,EC,Year of protection updated.
PD-S26,"Whalers Point North, 300m North of Whalers Point East",-43.2971,145.9238,Australia,Port Davey National Park,Restricted take multizoned,MPA,AIAUS1927,126987,southwest national park - port davey/bathurst harbour marine nature reserve restricted take zone,Australia,2001,4,75.71949316,75.791,High,PS,EC,Year of protection updated.
PD-S27,Norman Cove Inner,-43.37,145.938,Australia,Port Davey National Park,Restricted take multizoned,MPA,AIAUS1927,126987,southwest national park - port davey/bathurst harbour marine nature reserve restricted take zone,Australia,2001,4,75.71949316,75.791,High,PS,EC,Year of protection updated.
PD-S28,"Outer Saddle Bight, Inner West, 10m",-43.316,145.8759,Australia,Port Davey National Park,Restricted take multizoned,MPA,AIAUS1927,126987,southwest national park - port davey/bathurst harbour marine nature reserve restricted take zone,Australia,2001,4,75.71949316,75.791,High,PS,EC,Year of protection updated.
PD-S29,Sarah Island,-43.3306,145.995,Australia,Port Davey National Park,No take multizoned,Estuary,AIAUS1926,126987,southwest national park - port davey/bathurst harbour marine nature reserve no take zone,Australia,2001,5,88.93718424,70.151,High,PS,EC,Year of protection updated.
PD-S4,Mutton Bird Island,-43.4165,145.9724,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PD-S7,Spain Bay,-43.3612,145.9578,Australia,Port Davey National Park,Restricted take multizoned,MPA,AIAUS1927,126987,southwest national park - port davey/bathurst harbour marine nature reserve restricted take zone,Australia,2001,4,75.71949316,75.791,High,PS,EC,Year of protection updated.
PHMP-S1,Bemm Reef,-37.7885,149.0593,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PHMP-S16,Durvillaea Flats,-37.796,149.2878,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PHMP-S17,Meuller Reef,-37.7861,149.3224,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PHMP-S18,Petrel Point,-37.7821,149.3848,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PHMP-S2,Clinton Rocks,-37.7828,149.1931,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PHMP-S21,Pt Hicks SW,-37.8003,149.266,Australia,Point Hicks Marine National Park,No take,MPA,AIAUS1574,305438,point hicks marine national park,Australia,2002,5,37.8621674,37.870,High,PS,EC,
PHMP-S22,Point Hicks Joggle,-37.8036,149.2741,Australia,Point Hicks Marine National Park,No take,MPA,AIAUS1574,305438,point hicks marine national park,Australia,2002,5,37.8621674,37.870,High,PS,EC,
PHMP-S3,Sensation Reef,-37.7957,149.2496,Australia,Point Hicks Marine National Park,No take,MPA,AIAUS1574,305438,point hicks marine national park,Australia,2002,5,37.8621674,37.870,High,PS,EC,
PHMP-S4,Old Jetty Bay,-37.7958,149.2662,Australia,Point Hicks Marine National Park,No take,MPA,AIAUS1574,305438,point hicks marine national park,Australia,2002,5,37.8621674,37.870,High,PS,EC,
PHMP-S5,Hicks Front Reef,-37.8035,149.2704,Australia,Point Hicks Marine National Park,No take,MPA,AIAUS1574,305438,point hicks marine national park,Australia,2002,5,37.8621674,37.870,High,PS,EC,
PHMP-S6,Hicks Light,-37.802,149.2774,Australia,Point Hicks Marine National Park,No take,MPA,AIAUS1574,305438,point hicks marine national park,Australia,2002,5,37.8621674,37.870,High,PS,EC,
PHMP-S7,Krafts Garden,-37.7975,149.2879,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PHMP23,Kerangie Bay,-37.8036,149.2711,Australia,Point Hicks Marine National Park,No take,MPA,AIAUS1574,305438,point hicks marine national park,Australia,2002,5,37.8621674,37.870,High,PS,EC,
PHMP24,Saros,-37.8031,149.2704,Australia,Point Hicks Marine National Park,No take,MPA,AIAUS1574,305438,point hicks marine national park,Australia,2002,5,37.8621674,37.870,High,PS,EC,
PIMP1,Pimpernel Rock,-29.6981,153.3976,Australia,Solitary Islands Marine Park,No take multizoned,MPA,AIAUS1871,555556900,solitary islands australian marine park - national park zone - temperate east,Australia,2002,5,1.589020011,1.589,High,PS,EC,
PIT1,Dulcie SW,-24.6836,-124.802,Pitcairn Islands,,No take multizoned,MPA,AIPCN3,555624172,pitcairn islands marine reserve,British Overseas Territory - Pitcairn,2016,5,842295.4741,842289.400,High,PS,EC,
PIT2,Dulcie SW Bay,-24.6643,-124.802,Pitcairn Islands,,No take multizoned,MPA,AIPCN3,555624172,pitcairn islands marine reserve,British Overseas Territory - Pitcairn,2016,5,842295.4741,842289.400,High,PS,EC,
PIT3,Henderson NW bay,-24.349,-128.349,Pitcairn Islands,,No take multizoned,MPA,AIPCN3,555624172,pitcairn islands marine reserve,British Overseas Territory - Pitcairn,2016,5,842295.4741,842289.400,High,PS,EC,
